4816, 3209.0, 13261.0, 6625.0, 526.0, 26.0
4823, 6486.0, 10857.0, 6456.0, 509.0, 22.0
4824, 6481.0, 11904.0, 6512.0, 526.0, 24.0
4825, 6479.0, 12445.0, 6501.0, 532.0, 25.0
4826, 6479.0, 12044.0, 6583.0, 536.0, 24.0
4827, 6479.0, 12060.0, 6625.0, 538.0, 24.0
4828, 6478.0, 11899.0, 6501.0, 531.0, 24.0
4829, 6478.0, 12142.0, 6629.0, 540.0, 24.0
4830, 6477.0, 12388.0, 6479.0, 534.0, 25.0
4831, 6477.0, 12714.0, 6675.0, 550.0, 25.0
4832, 6478.0, 11998.0, 6577.0, 539.0, 24.0
4833, 6479.0, 10329.0, 6447.0, 509.0, 21.0
4836, 6478.0, 8691.0, 6315.0, 498.0, 18.0
4840, 6476.0, 10333.0, 6454.0, 510.0, 21.0
4841, 6477.0, 9210.0, 6363.0, 501.0, 19.0
4842, 6477.0, 9198.0, 6357.0, 501.0, 19.0
4843, 6476.0, 9842.0, 6451.0, 508.0, 20.0
4844, 6475.0, 10265.0, 6423.0, 510.0, 21.0
4845, 6475.0, 10250.0, 6418.0, 507.0, 21.0
4846, 6474.0, 11234.0, 6422.0, 515.0, 23.0
4847, 6474.0, 10964.0, 6548.0, 523.0, 22.0
4848, 6474.0, 9816.0, 6444.0, 510.0, 20.0
4849, 6474.0, 9884.0, 6487.0, 514.0, 20.0
4850, 6472.0, 11761.0, 6420.0, 518.0, 24.0
4851, 6472.0, 11740.0, 6412.0, 520.0, 24.0
4852, 6472.0, 11328.0, 6463.0, 518.0, 23.0
4853, 6472.0, 10892.0, 6489.0, 518.0, 22.0
4854, 4114.0, 8749.0, 6376.0, 503.0, 18.0
4854, 6472.0, 10767.0, 6442.0, 514.0, 22.0
4855, 6471.0, 11595.0, 6342.0, 513.0, 24.0
4856, 6471.0, 11301.0, 6435.0, 518.0, 23.0
4857, 6471.0, 11231.0, 6403.0, 511.0, 23.0
4858, 6472.0, 10160.0, 6360.0, 505.0, 21.0
4859, 6471.0, 10350.0, 6456.0, 515.0, 21.0
4860, 6471.0, 10137.0, 6330.0, 503.0, 21.0
4861, 6471.0, 10164.0, 6363.0, 504.0, 21.0
4862, 6470.0, 10629.0, 6336.0, 509.0, 22.0
4863, 6470.0, 10892.0, 6497.0, 520.0, 22.0
4864, 6470.0, 11003.0, 6571.0, 525.0, 22.0
4865, 6471.0, 10428.0, 6526.0, 516.0, 21.0
4866, 6470.0, 10554.0, 6590.0, 522.0, 21.0
4867, 6471.0, 9863.0, 6486.0, 512.0, 20.0
4868, 6470.0, 10858.0, 6459.0, 514.0, 22.0
4869, 6469.0, 10939.0, 6516.0, 524.0, 22.0
4870, 6471.0, 10713.0, 6388.0, 508.0, 22.0
4872, 6469.0, 14242.0, 6587.0, 544.0, 28.0
4873, 6467.0, 22248.0, 6592.0, 553.0, 43.0
4874, 6468.0, 39781.0, 6503.0, 556.0, 78.0
4875, 6467.0, 49148.0, 6563.0, 548.0, 95.0
4876, 6466.0, 23171.0, 6506.0, 549.0, 45.0
4876, 6540.0, 18619.0, 6593.0, 568.0, 36.0
4877, 6466.0, 18790.0, 6437.0, 555.0, 37.0
